email,first_name,last_name,company,phone,city,country,customer_subtype,tags,id,website,address,state,postal_code,customer_type,geography,engagement_level,consent_status,consent_source,total_emails_sent,total_emails_opened,total_emails_clicked,last_email_sent_at,last_email_opened_at,is_dispatched,is_contacted,response_notes,priority,source,notes,created_at,updated_at
thefiberingsquad@gmail.com,,,The Fibering Squad,19079529795,Anchorage,US,retail_store,craft store,69845cd9,,"3239 Hiland Dr, Anchorage, AK 99504, United States",Alaska,99504.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.921223,2026-01-20T04:32:14.921227
hello@thenetloftak.com,,,The Net Loft,19074247337,Cordova,US,retail_store,craft store,21e71612,https://thenetloftak.com/,"140 Adams Ave, Cordova, AK 99574, United States",Alaska,99574.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.921353,2026-01-20T04:32:14.921357
therookeryfibershop@gmail.com,,,The Rookery,19074860052,Kodiak,US,retail_store,yarn store,abe4a5a1,https://www.therookeryfibershop.com/,"103 Center St, Kodiak, AK 99615, United States",Alaska,99615.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.921491,2026-01-20T04:32:14.921496
deborah@untangledyarnandfiber.com,,,Untangled Yarn & Fiber,19072259276,Ketchikan,US,retail_store,yarn store,2a854f1d,https://untangledyarnandfiber.com/,"1624 Tongass Ave, Ketchikan, AK 99901, United States",Alaska,99901.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.921647,2026-01-20T04:32:14.921651
dcknits112@msn.com,,,DC Knits,15757707261,Tucson,US,retail_store,clothing store,71a515a4,https://www.dcknits.com/,"2162 W Speedway Blvd Apt 10108, Tucson, AZ 85745, United States",Arizona,85745.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.921779,2026-01-20T04:32:14.921783
support@familyartsneedlework.com,,,Family Arts Needlework Shop,16022770694,Phoenix,US,retail_store,craft store,80fe2ca1,https://familyartsneedlework.com/,"5555 N 7th St Ste 144, Phoenix, AZ 85014, United States",Arizona,85014.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.921909,2026-01-20T04:32:14.921913
crochetbyliza123@gmail.com,,,Crochet by Liza,14804448866,Peoria,US,retail_store,craft store,ab7bc51b,https://www.crochetbyliza.com/,"Unknown, Peoria, AZ 85345, United States",Arizona,85345.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.922040,2026-01-20T04:32:14.922044
contact@sansoxygen.com,,,SAS Fibres,16022792171,Phoenix,US,retail_store,fabric store,7b667be1,https://sasfabrics.com/,"1111 E Indian School Rd, Phoenix, AZ 85014, United States",Arizona,85014.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.922169,2026-01-20T04:32:14.922173
info@quailrunneedlework.com,,,Quail Run Needle Work,14805511423,Scotsdalle,US,retail_store,needle work shop,2e86049a,https://quailrunneedlework.com/,"7704 E Doubletree Ranch Rd #125, Scottsdale, AZ 85258, United States",Arizona,85258.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.922297,2026-01-20T04:32:14.922301
bestitchednpt@icloud.com,,,Bestitched Needlepoint,14809910706,Scotsdalle,US,retail_store,needle work shop,74c2c0f1,https://bestitchedneedlepointshop.com/,"8658 E Shea Blvd #175, Scottsdale, AZ 85260, United States",Arizona,85260.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.922425,2026-01-20T04:32:14.922428
ginaperkesdesigns@gmail.com,,,The Copper Needle,19283634036,Payson,US,retail_store,quilt shop,1b133644,https://thecopperneedle.com/,"201 W Main St, Payson, AZ 85541, United States",Arizona,85541.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.922553,2026-01-20T04:32:14.922556
yarn@wickenburg.com,,,Isabelle's Parlour,19286844937,Wickenburg,US,retail_store,yarn store,8a45820d,https://www.isabellesparlour.com/,"51020 U.S. Hwy 60 89 b, Wickenburg, AZ 85390, United States",Arizona,85390.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.922680,2026-01-20T04:32:14.922684
info@tempeyarn.com,,,Tempe Yarn & Fiber,14805579166,Tempe,US,retail_store,yarn store,df3954d9,https://www.tempeyarn.com/,"1415 E University Dr A102, Tempe, AZ 85288, United States",Arizona,85228.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.922807,2026-01-20T04:32:14.922811
sedonaknitwitsyarns@gmail.com,,,Sedona Knit Wits,19286346193,Cottonwood,US,retail_store,yarn store,33103163,https://www.sedonaknitwits.com/,"1100 AZ-260 Suite 19, Cottonwood, AZ 86326, United States",Arizona,86326.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.922935,2026-01-20T04:32:14.922938
info@fibercreekprescott.com,,,Fiber Creek LLC,19287171774,Prescott,US,retail_store,yarn store,c373e4f9,https://www.fibercreekprescott.com/,"1046 Willow Creek Rd # 123, Prescott, AZ 86301, United States",Arizona,86301.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.923062,2026-01-20T04:32:14.923066
help@birdhouseyarns.com,,,Birdhouse Yarns,15203054187,Tucson,US,retail_store,yarn store,20a714a1,https://www.birdhouseyarns.com/,"2540 E 6th St, Tucson, AZ 85716, United States",Arizona,85716.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.923190,2026-01-20T04:32:14.923194
theroyalbeeyarncompany@gmail.com,,,The Royal Bee,16508988329,Pacifica,US,retail_store,yarn store,f98c0c8d,https://www.theroyalbeeyarncompany.com/,"1922 Palmetto Ave, Pacifica, CA 94044, United States",California,94044.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.923316,2026-01-20T04:32:14.923320
imagikniteast@gmail.com,,,Imagiknit,14156216642,San Francisco,US,retail_store,yarn store,27c40662,https://imagiknit.com/,"3897 18th St, San Francisco, CA 94114, United States",California,94114.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.923442,2026-01-20T04:32:14.923446
yarn.n.thread@gmail.com,,,Yarn & Thread Expressions,16194609276,La Mesa,US,retail_store,yarn store,9ad2366a,http://www.yarneshop.com/,"7882 La Mesa Blvd, La Mesa, CA 91942, United States",California,91942.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.923599,2026-01-20T04:32:14.923604
destinyarn@gmail.com,,,Destin Yarn,18506500006,Miramar Beach,US,retail_store,yarn store,9173673d,,"12273 U.S. 98 W #109, Miramar Beach, FL 32550, United States",Florida,32550.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.923736,2026-01-20T04:32:14.923740
thecocoavillageyarnshop@gmail.com,,,Knit &Stich Boutique,13216324579,Cocoa,US,retail_store,yarn store,ec1b6bed,https://www.knitandstitchboutique.com/,"15 Stone St, Cocoa, FL 32922, United States",Florida,32922.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.923867,2026-01-20T04:32:14.923871
knitorknotyarns@gmail.com,,,Knit & Knot Yarns,15617461005,Jupiter,US,retail_store,yarn store,bc121479,http://www.knitorknotyarns.net/,"1432 S Cypress Dr STE 1, Jupiter, FL 33469, United States",Florida,33469.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.923996,2026-01-20T04:32:14.924000
paulascraftshop@gmail.com,,,Paula's Craft Shop,15012768613,Leesburg,US,retail_store,craft store,5cb283f1,http://paulascraftshop.square.site/,"35618 Shelley Dr, Leesburg, FL 34788, United States",Florida,34788.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.924124,2026-01-20T04:32:14.924128
impallari@gmail.com,,,Pioneer Fiber Mill,13864515692,New Smyrna Beach,US,retail_store,yarn store,b4ef725e,http://pioneerfibermill.com/,"2325 Pioneer Trail, New Smyrna Beach, FL 32168, United States",Florida,32168.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.924252,2026-01-20T04:32:14.924256
popyarnybor@gmail.com,,,Pop Yarn,18134455081,Tampa,US,retail_store,yarn store,f445d113,http://www.popyarnllc.com/,"1624 E 7th Ave STE 243, Tampa, FL 33605, United States",Florida,33605.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.924381,2026-01-20T04:32:14.924384
cliftycreekalpacas@gmail.com,,,Clifty Creek Alpacas,13176958038,Milroy,US,retail_store,yarn store,b132ed7c,https://www.cliftycreekalpacas.com/,"1161 E 1000 S, Milroy, IN 46156, United States",Indiana,46156.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.924509,2026-01-20T04:32:14.924513
omaknitstextile@gmail.com,,,Oma Knits,13178402345,Indianapolis,US,retail_store,yarn store,6ff1236d,http://www.omaknitstextileco.com/,"6503 Ferguson St, Indianapolis, IN 46220, United States",Indiana,46220.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.924639,2026-01-20T04:32:14.924643
shabbysheep13@gmail.com,,,Shabby Sheep & Ewe,18123729276,Columbus,US,retail_store,yarn store,b8f3f10c,http://shabbysheepandewe.com/,"1113 16th St, Columbus, IN 47201, United States",Indiana,47201.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.924766,2026-01-20T04:32:14.924770
sheepskeins@gmail.com,,,Sheepskeins Yarn Store,18128420200,Newburgh,US,retail_store,yarn store,fe222a49,http://sheepskeins.com/,"1109 IN-662, Newburgh, IN 47630, United States",Indiana,47630.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.924895,2026-01-20T04:32:14.924898
theknittingotter@gmail.com,,,The Knitting Order,13178688094,Franklin,US,retail_store,yarn store,84da5c9f,http://theknittingotter.com/,"111 E Monroe St, Franklin, IN 46131, United States",Indiana,46131.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.925020,2026-01-20T04:32:14.925024
bostonfiberco@gmail.com,,,Boston Fiber Company,18573271960,Boston,US,retail_store,yarn store,ac9213fc,http://www.bostonfibercompany.com/,"61 Thayer St, Boston, MA 02118, United States",Massachutes,20118.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.925151,2026-01-20T04:32:14.925155
covetedyarn@gmail.com,,,Coveted Yarn,19782828809,Gloucester,US,retail_store,yarn store,098849cb,http://www.covetedyarn.com/,"488 Essex Ave, Gloucester, MA 01930, United States",Massachutes,1930.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.925281,2026-01-20T04:32:14.925285
ironhorsefiberart@gmail.com,,,Iron Horse Fiber Art,15087343434,Sherborn,US,retail_store,yarn store,613255e4,https://www.ironhorsefiberart.com/,"29 Coolidge St, Sherborn, MA 01770, United States",Massachutes,1770.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.925409,2026-01-20T04:32:14.925413
northamptonwools29@gmail.com,,,Northampton Wools,14135864331,Northampton,US,retail_store,yarn store,4e896645,http://www.northamptonwools.com/,"29 Pleasant St, Northampton, MA 01060, United States",Massachutes,1060.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.925572,2026-01-20T04:32:14.925576
pradodelana@gmail.com,,,Prado de Lana Sheep Farm,16102338105,Stockbridge,US,retail_store,yarn store,7cee681d,http://www.pradodelana.com/,"6 Prospect Hill Rd, Stockbridge, MA 01262, United States",Massachutes,1262.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.925725,2026-01-20T04:32:14.925729
stacisstitchesskeins@gmail.com,,,Staci's Stitches and Skeins,17812067478,Scituate,US,retail_store,yarn store,fb7b2566,http://www.stacisstitches.com/,"761 Country Way, Scituate, MA 02066, United States",Massachutes,20266.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.925858,2026-01-20T04:32:14.925862
customerservice@yarn.com,,,WEBS America's Yarn Store,18003679327,Northampton,US,retail_store,yarn store,17a60f27,http://www.yarn.com/,"75 Service Center Rd, Northampton, MA 01060, United States",Massachutes,1060.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.925990,2026-01-20T04:32:14.925994
614knitstudio@gmail.com,,,614 Knit Studio,16146705629,Columbus,US,retail_store,yarn store,2739ccca,http://www.614knitstudio.com/,"4436 Indianola Ave, Columbus, OH 43214, United States",Ohio,43214.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.926121,2026-01-20T04:32:14.926125
loiswgn@gmail.com,,,Fiber Fun Studio,17406980101,Albany,US,retail_store,yarn store,15c6abfd,http://www.fiberfunstudio.com/,"28743 Gaston Rd, Albany, OH 45710, United States",Ohio,45710.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.926318,2026-01-20T04:32:14.926323
knit2temptations@gmail.com,,,Knitting Temptations,16147340618,Upper Arlington,US,retail_store,yarn store,8599e48e,http://www.knittingtemptations.com/,"COhatch - 2nd Floor, 1733 W Lane Ave, Upper Arlington, OH 43221, United States",Ohio,,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.926455,2026-01-20T04:32:14.926459
woolybullyyarn@gmail.com,,,Wooly Bully,19377481002,Springboro,US,retail_store,yarn store,aa04e14c,https://www.woolybullyyarncompany.com/,"135 S Main St, Springboro, OH 45066, United States",Ohio,45066.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.926587,2026-01-20T04:32:14.926591
yarnitanddash@gmail.com,,,Yarn It & Haberdashery,16147366464,Grandview heights,US,retail_store,yarn store,02589b90,https://shop.yarnitanddash.com/,"1093 W 1st Ave, Grandview Heights, OH 43212, United States",Ohio,43212.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.926719,2026-01-20T04:32:14.926723
yesterdaysewes@gmail.com,,,Yesterday 's Ewes,17408458840,London,US,retail_store,yarn store,6ffa1c01,http://www.yesterdaysewes.com/,"100 S Main St, London, OH 43140, United States",Ohio,43140.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.926852,2026-01-20T04:32:14.926856
purlsofwisdompa@gmail.com,,,Purls Of Wisdom,16109335010,Phoenixville,US,retail_store,yarn store,01fac55b,https://www.purlsofwisdompa.com/,"550 Kimberton Rd, Phoenixville, PA 19460, United States",Pennsylvania,19460.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.926986,2026-01-20T04:32:14.926991
sewickleyyarns@gmail.com,,,Sewickly Yarns,14127418894,Sewickley,US,retail_store,yarn store,272c4c88,http://www.sewickleyyarns.com/,"435 Beaver St, Sewickley, PA 15143, United States",Pennsylvania,15143.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.927118,2026-01-20T04:32:14.927122
stringtheoryyarnshop@gmail.com,,,String Theory,17177751689,Lemoyne,US,retail_store,yarn store,78da5fb8,http://www.stringtheoryyarnshop.com/,"829 State St Suite 2005, Lemoyne, PA 17043, United States",Pennsylvania,17043.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.927251,2026-01-20T04:32:14.927255
yarningtown@gmail.com,,,Yarningtown LLC,16103140807,DowningTown,US,retail_store,yarn store,e9cc47e7,http://www.yarningtown.com/,"4309 Lincoln Hwy E, Downingtown, PA 19335, United States",Pennsylvania,19335.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.927382,2026-01-20T04:32:14.927387
onthelambknits@gmail.com,,,On The Lamb Yarn Shopee,18175276177,Grapevine,US,retail_store,yarn store,a455c0df,http://onthelambyarnshoppe.com/,"260 N Main St, Grapevine, TX 76051, United States",Texas,76051.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.927514,2026-01-20T04:32:14.927518
themodernskein@gmail.com,,,The Modern Skein,19364363615,Montgomery,US,retail_store,yarn store,b1170e35,http://themodernskein.com/,"208 McCown St suite 100-110, Montgomery, TX 77356, United States",Texas,77356.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.927646,2026-01-20T04:32:14.927650
thesocialknitworkots@gmail.com,,,The Social Knitwork,12816304144,Spring,US,retail_store,knit shop,124a575e,http://www.thesocialknitworkots.com/,"26511 Keith St, Spring, TX 77373, United States",Texas,77373.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.927780,2026-01-20T04:32:14.927784
yarnivoresa@gmail.com,,,Yarnivore,12109798255,San Antonio,US,retail_store,yarn store,e8793190,http://www.yarnivoresa.net/,"2357 NW Military Hwy, San Antonio, TX 78231, United States",Texas,78231.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.927910,2026-01-20T04:32:14.927914
mariannesbreiboetiek@gmail.com,,,Marianne's Brei- en Haakboetiek,31624332291,Ridderkerk,UK,retail_store,wool store,909e6dc1,http://www.marianne-breiboetiek.nl/,"Rijsoordsestraat 30, 2988 XP Ridderkerk, Netherlands",Netherlands,2988.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.928061,2026-01-20T04:32:14.928065
centeroftheyarniverse@gmail.com,,,Center of the Yarniverse,18043627800,Ashland,US,retail_store,yarn store,34df59aa,https://centeroftheyarniverse.com/,"112 England St, Ashland, VA 23005, United States",Virginia,23005.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.928196,2026-01-20T04:32:14.928200
finnegansrunlys@gmail.com,,,Finnegan's Run Yarn & Gifts,15403730670,Fredericksburg,US,retail_store,yarn store,a6456802,https://finnegansrunyarn.com/,"1145 Emancipation Hwy, Fredericksburg, VA 22401, United States",Virginia,22401.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.928327,2026-01-20T04:32:14.928332
housemountainyarnco@gmail.com,,,House Mountain Yarn Co.,15404622931,Lexington,US,retail_store,yarn store,bf519808,http://www.housemountainyarn.com/,"117 S Main St, Lexington, VA 24450, United States",Virginia,24450.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.928459,2026-01-20T04:32:14.928463
rivercityknittersrva@gmail.com,,,River City Knitters,18043561954,Richmond,US,retail_store,knit shop,537dbd43,https://www.rivercityknittersrva.org/,"1717 Bellevue Ave, Richmond, VA 23227, United States",Virginia,23227.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.928593,2026-01-20T04:32:14.928597
susansyarnstash@gmail.com,,,Susan's Yarn Stash,15404718222,Fishersville,US,retail_store,yarn store,b390b45b,http://www.susansyarnstash.com/,"1838 Jefferson Hwy, Fishersville, VA 22939, United States",Virginia,22939.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.928726,2026-01-20T04:32:14.928730
knittincoop@gmail.com,,,"The Knittin' Coop, LLC",15405882447,Salem,US,retail_store,knit shop,b2443e90,http://theknittincoop.com/,"7 S College Ave, Salem, VA 24153, United States",Virginia,24153.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.928858,2026-01-20T04:32:14.928863
stitchwitchofbedford@gmail.com,,,The Stitch Witch,15408740102,Bedford,US,retail_store,yarn store,da6d7961,https://www.stitchwitchofbedfordva.com/,"210 N Bridge St, Bedford, VA 24523, United States",Virginia,24523.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.928990,2026-01-20T04:32:14.928994
vablueridgeyarncrawl@gmail.com,,,Virginia Blue Ridge Yarn Crawl,15409448221,,US,retail_store,yarn store,250914cd,https://www.vablueridgeyarncrawl.com/,,,,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.929113,2026-01-20T04:32:14.929117
yarnseasons@gmail.com,,,Yarn Seasons,15404201289,Hardy,US,retail_store,yarn store,da8c5ea0,http://www.yarnseasons.com/,"13105 Booker T Washington Hwy Suite B3, Hardy, VA 24101, United States",Virginia,24101.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.929245,2026-01-20T04:32:14.929249
yarntuary@gmail.com,,,Yarntuary,,Fredericksburg,US,retail_store,yarn store,9517bc05,https://yarntuary.com/,"1517 Princess Anne St, Fredericksburg, VA 22401, United States",Virginia,22401.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.929402,2026-01-20T04:32:14.929407
fiberartwork@gmail.com,,,Fiber Art Work,12566560163,Huntsville,US,retail_store,yarn store,ac2a62a7,https://www.fiberartwork.com/,"817 Regal Dr SW, Huntsville, AL 35801, United States",Alabama,35801.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.929636,2026-01-20T04:32:14.929641
papercraneyarns@gmail.com,,,Paprer Crane Yarns,12054361333,Calera,US,retail_store,yarn store,4875f75e,http://www.papercraneyarns.com/,"1040 14th St STE C, Calera, AL 35040, United States",Alabama,35040.0,yarn_store,international,new,pending,yarn_store_list,0,0,0,,,False,False,,,yarn_store_list,,2026-01-20T04:32:14.929785,2026-01-20T04:32:14.929789
