email,phone,first_name,last_name,company,country,customer_type,customer_subtype,geography,engagement_level,consent_status,consent_source,priority,source,tags,category,source_file
info@babettasyarnandgifts.com,+19169656043,Babetta's Yarn & Gifts,,Babetta's Yarn & Gifts,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
info@imagiknit.com,+14156216642,Allison,Isaacs,ImagiKnit,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,named_contact,has_full_name,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
loftylou@knit.us,+15306422270,Lofty Lou's Yarn Shop,,Lofty Lou's Yarn Shop,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
shoppe@thealteredstitch.com,+18189801234,The Altered Stitch,,The Altered Stitch,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
hello@wildfiberstudio.com,+13104582748,Wildfiber Studio,,Wildfiber Studio,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
cottageyarns@sbcglobal.net,+16508737371,Cottage Yarns,,Cottage Yarns,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
info@nomaknits.com,+17077211495,Noma Knits,,Noma Knits,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
info@yarneshop.com,+16194609276,Carol,Fuller,Yarn & Thread Expressions,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,named_contact,has_full_name,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
contact@abitoyarn.com,+19414601958,A Bit O' Yarn,,A Bit O' Yarn,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
info@agoodyarnsarasota.com,+19414877914,A Good Yarn,,A Good Yarn,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
info@barefootstitchery.com,+17722024416,Barefoot Stitchery,,Barefoot Stitchery,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
bcxstitch@aol.com,+13526292991,Brick City Cross Stitch Inc,,Brick City Cross Stitch Inc,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
email@example.com,+17275844191,Criativity,,Criativity,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
stitch1981@aol.com,+19545638900,Cross Stitch Cupboard,,Cross Stitch Cupboard,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
destinyarn@gmail.com,+18506500006,Destin Yarn Shop,,Destin Yarn Shop,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
jane@fiberart-inc.com,+17277431258,Jane,,Fiber Art Gallery,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,named_contact,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
info@fransknittingboutiquefl.com,+19047979951,Fran's Knitting Boutique,,Fran's Knitting Boutique,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
thecocoavillageyarnshop@gmail.com,+13216324579,Knit & Stitch boutique,,Knit & Stitch boutique,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
knitorknotyarns@gmail.com,+15617461005,Knit or Knot Yarns,,Knit or Knot Yarns,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
vanessa@knitcessities.com,+14074207924,Vanessa,,Knitcessities,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,named_contact,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
paulascraftshop@gmail.com,+15012768613,Paula's Craft Shop,,Paula's Craft Shop,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
impallari@gmail.com,+13864515692,Pioneer Fiber Mill,,Pioneer Fiber Mill,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
popyarnybor@gmail.com,+18134455081,Pop Yarn,,Pop Yarn,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
info@shesellsyarn.com,+13862389109,She Sells Yarn & More,,She Sells Yarn & More,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
info@sheepthrillsknitting.com,+19547421908,Patti,Jacobson,Sheep Thrills,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,named_contact,has_full_name,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
happyyarns@suncoastyarns.net,+18133001311,Suncoast Yarns,,Suncoast Yarns,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
theblacksheepshop@hotmail.com,+14078940444,The Black Sheep,,The Black Sheep,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
abuse@constantcontact.com,+13177764227,Always In Stitches,,Always In Stitches,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
susankessler1956@yahoo.com,+15745402792,Blueberry Cottage Yarn and Wool,,Blueberry Cottage Yarn and Wool,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
cliftycreekalpacas@gmail.com,+13176958038,Clifty Creek Alpacas,,Clifty Creek Alpacas,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
centaur@coppercentaur.com,+17653565530,Copper Centaur Studios,,Copper Centaur Studios,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
modernquilter@crimsontate.com,+13174263300,Crimson Tate,,Crimson Tate,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
mikebecker@dknits.com,+18129262970,Distinctive Knits Yarn Shop,,Distinctive Knits Yarn Shop,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
linda@eaglebendalpacas.com,+18597503560,Linda,,Eagle Bend's Yarn and Fiber Shop,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,named_contact,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
chris@homesteadweaver.com,+18129888622,Chris,,"Homestead Weaving Studio, LLC",USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,named_contact,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
hi@mystore.com,+18126350183,Little House of Yarn ltd.,,Little House of Yarn ltd.,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
omaknitstextile@gmail.com,+13178402345,Oma Knits Textile Co,,Oma Knits Textile Co,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
qrg@rebelpurl.com,+18128039276,Rebel Purl Yarn Shop,,Rebel Purl Yarn Shop,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
shabbysheep13@gmail.com,+18123729276,Shabby Sheep & Ewe,,Shabby Sheep & Ewe,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
info@sheepskeins.com,+18128420200,Charles,Morris,Sheepskeins Yarn Store,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,named_contact,has_full_name,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
customerservice@shinydimefibers.com,,Shiny Dime Fibers,,Shiny Dime Fibers,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback",yarn_store_lead,International Yarn Store.xlsx
ssssb@webtv.net,+18126833377,Shirley's Sewing Stuff,,Shirley's Sewing Stuff,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
service@simplysockyarn.com,+12604162397,Allison,Van Zandt,Simply Socks Yarn Company Warehouse - Correct Hours Found at https://www.simplysockyarn.com/shop-in-person/,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,named_contact,has_full_name,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
theknittingotter@gmail.com,+13178688094,The Knitting Otter,,The Knitting Otter,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
phia@littleshopofspinning.com,+12604333985,Betty,Barry,The Little Shop of Spinning,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,named_contact,has_full_name,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
yarn.works@aol.com,+18125903732,Yarn Works,,Yarn Works,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
info@anotheryarn.com,+17815702134,Another Yarn,,Another Yarn,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
bostonfiberco@gmail.com,+18573271960,Boston Fiber Company,,Boston Fiber Company,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
info@circleofstitches.com,+19787459276,Circle of Stitches,,Circle of Stitches,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
covetedyarn@gmail.com,+19782828809,Coveted Yarn,,Coveted Yarn,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
info@craftworkscoop.com,+15083939435,Christina,Bagni,Craftworks,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,named_contact,has_full_name,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
info@weloveyarn.com,+17814449341,Elissa's Creative Warehouse,,Elissa's Creative Warehouse,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
emailstudio@freiafibers.com,+18005955648,Freia Yarns,,Freia Yarns,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
info@indiantypefoundry.com,+16175719503,Heart Strings Yarn Shop,,Heart Strings Yarn Shop,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
ironhorsefiberart@gmail.com,+15087343434,Iron Horse Fiber Art,,Iron Horse Fiber Art,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
northamptonwools29@gmail.com,+14135864331,Northampton Wools,,Northampton Wools,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
pradodelana@gmail.com,+16102338105,Prado de Lana Sheep Farm,,Prado de Lana Sheep Farm,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
redbarn@redbarnonline.com,+19783469292,Red Barn Sewing & Yarn Center,,Red Barn Sewing & Yarn Center,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
melroseknitter@gmail.com,+17815904940,Sit 'n Knit,,Sit 'n Knit,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
stacisstitchesskeins@gmail.com,+17812067478,Staci's Stitches and Skeins,,Staci's Stitches and Skeins,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
info@stitchhousedorchester.com,+16172658013,Stitch House Dorchester,,Stitch House Dorchester,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
yarn@thefiberloft.com,+19784568669,The Fiber Loft,,The Fiber Loft,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
info@thesheepshack.com,+15088295811,The Sheep Shack,,The Sheep Shack,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
weaver39@gmail.com,,The Unruly Stitch,,The Unruly Stitch,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback",yarn_store_lead,International Yarn Store.xlsx
info@theyarnlady.com,+15087426867,The Yarn Lady,,The Yarn Lady,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
vineyardknitworks@comcast.net,+15086879163,Vineyard Knitworks,,Vineyard Knitworks,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
customerservice@yarn.com,+18003679327,WEBS - America's Yarn Store,,WEBS - America's Yarn Store,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
wgyarns@comcast.net,+17818014807,Wicked Good Yarns,,Wicked Good Yarns,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
info@yarnsinthefarms.com,+19789272108,Yarns in the Farms,,Yarns in the Farms,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
