id,email,first_name,last_name,company,phone,website,address,city,state,country,postal_code,customer_type,customer_subtype,geography,engagement_level,tags,consent_status,consent_source,lifecycle,total_emails_sent,total_emails_opened,total_emails_clicked,last_email_sent_at,last_email_opened_at,is_dispatched,is_contacted,response_notes,priority,source,notes,wa_id,wa_consent_status,wa_profile_name,last_wa_inbound_at,last_wa_outbound_at,created_at,updated_at
a48b1a6b,sanjivekhanna@yahoo.com,Sanjeev,Khanna,Kav Exports,+919335738155,,,,,India,,existing_client,lapsed,domestic_india,cold,,granted,prior_customer,customer,0,0,0,,,False,False,,high,lapsed_client_list,,919335738155,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
1f3e5670,info@loom-arts.com,Abdul Salam,Ansari,Loom Arts,+917706925279,,,,,India,,existing_client,lapsed,domestic_india,cold,,granted,prior_customer,customer,0,0,0,,,False,False,,high,lapsed_client_list,,917706925279,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
18b18e3d,orient159@gmail.com,Shamim,Alam,Orient Palace,+919839049234,,,,,India,,existing_client,lapsed,domestic_india,cold,,granted,prior_customer,customer,0,0,0,,,False,False,,high,lapsed_client_list,,919839049234,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
871a805a,rugindiabdh@gmail.com,Danish,Ansari,Rug Maker,+919721564088,,,,,India,,existing_client,lapsed,domestic_india,cold,,granted,prior_customer,customer,0,0,0,,,False,False,,high,lapsed_client_list,,919721564088,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
c092e4a4,unifashion_rugs@rediffmail.com,Haseeb Ahsan,Ansari,Rug Villege,+919335883588,,,,,India,,existing_client,lapsed,domestic_india,cold,,granted,prior_customer,customer,0,0,0,,,False,False,,high,lapsed_client_list,,919335883588,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
ebfec944,spaulrugs@gmail.com,Esther Sheila,Paul,S Paul,+919936441110,,,,,India,,existing_client,lapsed,domestic_india,cold,,granted,prior_customer,customer,0,0,0,,,False,False,,high,lapsed_client_list,,919936441110,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
b68955c5,srrugs3@gmail.com,S.R. Rugs,,S.R. Rugs,+919336072811,,,,,India,,existing_client,lapsed,domestic_india,cold,,granted,prior_customer,customer,0,0,0,,,False,False,,high,lapsed_client_list,,919336072811,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
69c1a4a4,sehgalrugs@gmail.com,Tarun,Sehgal,Sehgal Rugs,+918004079026,,,,,India,,existing_client,lapsed,domestic_india,cold,,granted,prior_customer,customer,0,0,0,,,False,False,,high,lapsed_client_list,,918004079026,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
65908d8e,supercarpetexp@rediffmail.com,Safia,Bano,Super Carpet Export,+919621091704,,,,,India,,existing_client,lapsed,domestic_india,cold,,granted,prior_customer,customer,0,0,0,,,False,False,,high,lapsed_client_list,,919621091704,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
a06c22a3,theartintl@gmail.com,Shamashir,Alam,The Art International,+919026294448,,,,,India,,existing_client,lapsed,domestic_india,cold,,granted,prior_customer,customer,0,0,0,,,False,False,,high,lapsed_client_list,,919026294448,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
476e9a74,exports@v-weave.com,Madhukar,Khera,V.Weave,+919896045708,,,,,India,,existing_client,lapsed,domestic_india,cold,,granted,prior_customer,customer,0,0,0,,,False,False,,high,lapsed_client_list,,919896045708,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
5332414c,info@10fingers.co.in,Janmejay,Maurya,10 Fingers,+919891584814,,,,,India,,potential_b2b,carpet_exporter,domestic_india,new,,pending,cepc_directory,new_lead,0,0,0,,,False,False,,medium,carpet_exporter_directory,,919891584814,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
1ddba8ee,abcdurries@gmail.com,Ashish,Budhia,A B Carpet & Durries,+919415206343,,,,,India,,potential_b2b,carpet_exporter,domestic_india,new,,pending,cepc_directory,new_lead,0,0,0,,,False,False,,medium,carpet_exporter_directory,,919415206343,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
e8e911ed,aminttrade@rediffmail.com,Amit,Tanna,A M International Trade,+919839143900,,,,,India,,potential_b2b,carpet_exporter,domestic_india,new,,pending,cepc_directory,new_lead,0,0,0,,,False,False,,medium,carpet_exporter_directory,,919839143900,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
397edc71,musharrafansari811@gmail.com,A N International,,A N International,+918115992617,,,,,India,,potential_b2b,carpet_exporter,domestic_india,new,,pending,cepc_directory,new_lead,0,0,0,,,False,False,,medium,carpet_exporter_directory,,918115992617,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
d020b4c3,apco.bdh@gmail.com,Prabhat,Kumar Baranwal,A P C O,+919839145577,,,,,India,,potential_b2b,carpet_exporter,domestic_india,new,,pending,cepc_directory,new_lead,0,0,0,,,False,False,,medium,carpet_exporter_directory,,919839145577,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
cd701b6c,ascarpet401@gmail.com,A. S. Carpet,,A. S. Carpet,+919792509218,,,,,India,,potential_b2b,carpet_exporter,domestic_india,new,,pending,cepc_directory,new_lead,0,0,0,,,False,False,,medium,carpet_exporter_directory,,919792509218,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
07510e2f,info@angexports.net,Naveen,Kumar,A.N.G.Exports,+919215933471,,,,,India,,potential_b2b,carpet_exporter,domestic_india,new,,pending,cepc_directory,new_lead,0,0,0,,,False,False,,medium,carpet_exporter_directory,,919215933471,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
30693c05,waheedroyalcarpet@yahoo.co.in,Arshad,Ansari,A.Waheed Royal Carpet Co.,+919839141066,,,,,India,,potential_b2b,carpet_exporter,domestic_india,new,,pending,cepc_directory,new_lead,0,0,0,,,False,False,,medium,carpet_exporter_directory,,919839141066,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
2c2d9bfc,777tufailahmad@gmail.com,Shabana,Khatoon,"Aafreen Rugs,",+919839146917,,,,,India,,potential_b2b,carpet_exporter,domestic_india,new,,pending,cepc_directory,new_lead,0,0,0,,,False,False,,medium,carpet_exporter_directory,,919839146917,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
326b407d,aamaadarugs@gmail.com,Saquib,Ansari,Aamaada Rugs,+919336217771,,,,,India,,potential_b2b,carpet_exporter,domestic_india,new,,pending,cepc_directory,new_lead,0,0,0,,,False,False,,medium,carpet_exporter_directory,,919336217771,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
afa5e2a1,aaminahandloom@gmail.com,Faiyaz,Nawab Ansari,Aamina Handloom,+919792003596,,,,,India,,potential_b2b,carpet_exporter,domestic_india,new,,pending,cepc_directory,new_lead,0,0,0,,,False,False,,medium,carpet_exporter_directory,,919792003596,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
f8c7ea37,nadeem@anisacarpet.com,Nadeem,Qayum,Abbas Wazir Pvt Ltd,+919839902325,,,,,India,,potential_b2b,carpet_exporter,domestic_india,new,,pending,cepc_directory,new_lead,0,0,0,,,False,False,,medium,carpet_exporter_directory,,919839902325,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
e81e6890,abclcarpets@gmail.com,Firoz,Akhtar Siddiqui,Abcl Carpets,+919839171401,,,,,India,,potential_b2b,carpet_exporter,domestic_india,new,,pending,cepc_directory,new_lead,0,0,0,,,False,False,,medium,carpet_exporter_directory,,919839171401,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
06d61925,abdul@abdulsalamsons.com,Abdul,Salam,Abdul Salam & Sons,+919415288069,,,,,India,,potential_b2b,carpet_exporter,domestic_india,new,,pending,cepc_directory,new_lead,0,0,0,,,False,False,,medium,carpet_exporter_directory,,919415288069,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
5f748dd0,abhayrugs@gmail.com,Abhay Oriental Rugs,,Abhay Oriental Rugs,+919794023060,,,,,India,,potential_b2b,carpet_exporter,domestic_india,new,,pending,cepc_directory,new_lead,0,0,0,,,False,False,,medium,carpet_exporter_directory,,919794023060,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
8bf46bd2,abhineet.rcc@gmail.com,Abhineet,Baranwal,Abhineet Creations,+918527922199,,,,,India,,potential_b2b,carpet_exporter,domestic_india,new,,pending,cepc_directory,new_lead,0,0,0,,,False,False,,medium,carpet_exporter_directory,,918527922199,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
2afa91a2,abhishekfa@gmail.com,Abhishek Enterprises,,Abhishek Enterprises,+919828011301,,,,,India,,potential_b2b,carpet_exporter,domestic_india,new,,pending,cepc_directory,new_lead,0,0,0,,,False,False,,medium,carpet_exporter_directory,,919828011301,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
5d10fe6e,abtexindia@gmail.com,Abdullah,Ansari,Abtex India,+919415226657,,,,,India,,potential_b2b,carpet_exporter,domestic_india,new,,pending,cepc_directory,new_lead,0,0,0,,,False,False,,medium,carpet_exporter_directory,,919415226657,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
633df05b,agra@achalamit.in,Kanhaiya,Lal Agarwal,Achal Amit & Company,+919837021393,,,,,India,,potential_b2b,carpet_exporter,domestic_india,new,,pending,cepc_directory,new_lead,0,0,0,,,False,False,,medium,carpet_exporter_directory,,919837021393,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
d8c472c5,rugs@adaindia.com,Akhtar,Ali Ansari,Ada,+918860284703,,,,,India,,potential_b2b,carpet_exporter,domestic_india,new,,pending,cepc_directory,new_lead,0,0,0,,,False,False,,medium,carpet_exporter_directory,,918860284703,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
ac4512ce,enquiry@adarshexport.com,Rajani,Keshari,Adarsh Exports,+919918078856,,,,,India,,potential_b2b,carpet_exporter,domestic_india,new,,pending,cepc_directory,new_lead,0,0,0,,,False,False,,medium,carpet_exporter_directory,,919918078856,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
a418034a,shravan.khanna@gmail.com,Adarsh Overseas,,Adarsh Overseas,+919899132584,,,,,India,,potential_b2b,carpet_exporter,domestic_india,new,,pending,cepc_directory,new_lead,0,0,0,,,False,False,,medium,carpet_exporter_directory,,919899132584,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
acc9c9fa,adeenafloorings@gmail.com,Fakhra,Simin Ansari,Adeena Floorings,+919839045380,,,,,India,,potential_b2b,carpet_exporter,domestic_india,new,,pending,cepc_directory,new_lead,0,0,0,,,False,False,,medium,carpet_exporter_directory,,919839045380,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
bb4fdaae,adnanrugs.irshad@gmail.com,Irshad,Ali,Adnan Rugs,+919415452711,,,,,India,,potential_b2b,carpet_exporter,domestic_india,new,,pending,cepc_directory,new_lead,0,0,0,,,False,False,,medium,carpet_exporter_directory,,919415452711,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
2c775dd4,ansar@rizwanexporthouse.com,Mohd.,Rizwan Ansari,Adoratex,+919935197430,,,,,India,,potential_b2b,carpet_exporter,domestic_india,new,,pending,cepc_directory,new_lead,0,0,0,,,False,False,,medium,carpet_exporter_directory,,919935197430,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
1d368166,ghosh05assosiates@gmail.com,Adventue,,Adventue,+918828356391,,,,,India,,potential_b2b,carpet_exporter,domestic_india,new,,pending,cepc_directory,new_lead,0,0,0,,,False,False,,medium,carpet_exporter_directory,,918828356391,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
fddfc387,infoagni1@agniexports.com,Janak,Vinod Mewawala,Agnee Innovates Private Limited,+919935042688,,,,,India,,potential_b2b,carpet_exporter,domestic_india,new,,pending,cepc_directory,new_lead,0,0,0,,,False,False,,medium,carpet_exporter_directory,,919935042688,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
99424c99,agrabahcarpets@gmail.com,Agrabah Carpets,,Agrabah Carpets,+917310146896,,,,,India,,potential_b2b,carpet_exporter,domestic_india,new,,pending,cepc_directory,new_lead,0,0,0,,,False,False,,medium,carpet_exporter_directory,,917310146896,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
112c34b8,info@ahmadrugs.com,Natasha,Sahani,Ahmad Rugs,+919810346667,,,,,India,,potential_b2b,carpet_exporter,domestic_india,new,,pending,cepc_directory,new_lead,0,0,0,,,False,False,,medium,carpet_exporter_directory,,919810346667,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
529d3a58,aishahrugs@gmail.com,Firoz,Akhtar,Aishah International,+919935413047,,,,,India,,potential_b2b,carpet_exporter,domestic_india,new,,pending,cepc_directory,new_lead,0,0,0,,,False,False,,medium,carpet_exporter_directory,,919935413047,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
63644c9c,ajayexports1@gmail.com,Jagdish,Chand Jaiswal,Ajay Exports,+919559111272,,,,,India,,potential_b2b,carpet_exporter,domestic_india,new,,pending,cepc_directory,new_lead,0,0,0,,,False,False,,medium,carpet_exporter_directory,,919559111272,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
495f417c,ajazcarpets@outlook.com,M.Fatima,,Ajaz Carpets,+919335714071,,,,,India,,potential_b2b,carpet_exporter,domestic_india,new,,pending,cepc_directory,new_lead,0,0,0,,,False,False,,medium,carpet_exporter_directory,,919335714071,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
4b5906a7,albarrrugs@gmail.com,Al Barr Rugs,,Al Barr Rugs,+919984085244,,,,,India,,potential_b2b,carpet_exporter,domestic_india,new,,pending,cepc_directory,new_lead,0,0,0,,,False,False,,medium,carpet_exporter_directory,,919984085244,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
424165cb,shaizeb@alamrugs.com,Aslam,Mahboob,Alam Rugs,+919839080944,,,,,India,,potential_b2b,carpet_exporter,domestic_india,new,,pending,cepc_directory,new_lead,0,0,0,,,False,False,,medium,carpet_exporter_directory,,919839080944,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
8ffa1a9d,alankritexport@gmail.com,Tanmaya,Deva,Alankrit Exports,+919415227942,,,,,India,,potential_b2b,carpet_exporter,domestic_india,new,,pending,cepc_directory,new_lead,0,0,0,,,False,False,,medium,carpet_exporter_directory,,919415227942,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
31894832,alauddinexports@gmail.com,Alauddin,Jamal Ansari,Alauddin Exports,+919811139469,,,,,India,,potential_b2b,carpet_exporter,domestic_india,new,,pending,cepc_directory,new_lead,0,0,0,,,False,False,,medium,carpet_exporter_directory,,919811139469,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
295cccdf,albaharcarpets@gmail.com,Ibraheem,Ansari,Albahar Carpets,+919415907666,,,,,India,,potential_b2b,carpet_exporter,domestic_india,new,,pending,cepc_directory,new_lead,0,0,0,,,False,False,,medium,carpet_exporter_directory,,919415907666,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
1471ca69,indiaalfombra@gmail.com,Alfombra India,,Alfombra India,+917052815786,,,,,India,,potential_b2b,carpet_exporter,domestic_india,new,,pending,cepc_directory,new_lead,0,0,0,,,False,False,,medium,carpet_exporter_directory,,917052815786,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
77db61f2,mailrishahkashmir@gmail.com,Abdul,Rashid,Ali Shah,+917982159914,,,,,India,,potential_b2b,carpet_exporter,domestic_india,new,,pending,cepc_directory,new_lead,0,0,0,,,False,False,,medium,carpet_exporter_directory,,917982159914,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
f9aae041,info.bansal@gmail.com,Alliance Exports,,Alliance Exports,+919452641240,,,,,India,,potential_b2b,carpet_exporter,domestic_india,new,,pending,cepc_directory,new_lead,0,0,0,,,False,False,,medium,carpet_exporter_directory,,919452641240,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
12781dde,alliedexports10@gmail.com,Anil,Gupta,Allied Exports,+919810054994,,,,,India,,potential_b2b,carpet_exporter,domestic_india,new,,pending,cepc_directory,new_lead,0,0,0,,,False,False,,medium,carpet_exporter_directory,,919810054994,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
2537d0e3,amarcarpet@gmail.com,J.S.Misra,,Amar Carpets,+919415204113,,,,,India,,potential_b2b,carpet_exporter,domestic_india,new,,pending,cepc_directory,new_lead,0,0,0,,,False,False,,medium,carpet_exporter_directory,,919415204113,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
98b3bc61,arjun@ambicasale.com,Arjun,,Ambica Exim,+919936481241,,,,,India,,potential_b2b,carpet_exporter,domestic_india,new,,pending,cepc_directory,new_lead,0,0,0,,,False,False,,medium,carpet_exporter_directory,,919936481241,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
7e814f04,amiraahartcollections@outlook.com,Imtiyaz,Ahmad Ansari,Amiraah Art Collections,+919455589777,,,,,India,,potential_b2b,carpet_exporter,domestic_india,new,,pending,cepc_directory,new_lead,0,0,0,,,False,False,,medium,carpet_exporter_directory,,919455589777,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
774e3463,amirianbroco@gmail.com,Mohd.Faishal,,Amirian Brothers & Co.,+919450163786,,,,,India,,potential_b2b,carpet_exporter,domestic_india,new,,pending,cepc_directory,new_lead,0,0,0,,,False,False,,medium,carpet_exporter_directory,,919450163786,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
aeab24ce,amitcarpet@yahoo.in,Amit,Kumar,Amit Carpet Industries,+919839103925,,,,,India,,potential_b2b,carpet_exporter,domestic_india,new,,pending,cepc_directory,new_lead,0,0,0,,,False,False,,medium,carpet_exporter_directory,,919839103925,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
ed49d307,anandcarpets@gmail.com,Rekha,Maurya,Anand Carpets,+919956294525,,,,,India,,potential_b2b,carpet_exporter,domestic_india,new,,pending,cepc_directory,new_lead,0,0,0,,,False,False,,medium,carpet_exporter_directory,,919956294525,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
cc5b24c2,ajaykjais@gmail.com,Ajay,Kumar Jaiswal,Ananya Creations,+919305251389,,,,,India,,potential_b2b,carpet_exporter,domestic_india,new,,pending,cepc_directory,new_lead,0,0,0,,,False,False,,medium,carpet_exporter_directory,,919305251389,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
e8060b37,najam@anisacarpet.com,Najam,Ansari,Anisa Carpets Limited,+919839042308,,,,,India,,potential_b2b,carpet_exporter,domestic_india,new,,pending,cepc_directory,new_lead,0,0,0,,,False,False,,medium,carpet_exporter_directory,,919839042308,unknown,,,,2026-05-05T04:14:11.937982+00:00,2026-05-05T04:14:11.937982+00:00
